TFAP2E,MTF1,ZNF684,NFYC,JUN,NFIA,MEF2D,ATF6,PBX1,POU2F1,ZNF281,SOX13,ELK4,PROX1,ZBTB18,ZNF692,E2F6,REL,MEIS1,POU3F3,NR4A2,SP3,ATF2,NFE2L2,STAT1,KLF7,CREB1,HES6,NR2C2,SATB1,NR1D2,THRB,MITF,FOXP1,ZNF148,KLF15,ZIC4,ZIC1,SOX2,ETV5,BCL6,RBPJ,KLF3,CLOCK,REST,NFKB1,ELF2,NR3C2,IRF2,MEF2C,SMAD5,NR3C1,ZNF354A,ZNF354C,PBX2,RXRB,ZNF76,PPARD,NFYA,TFEB,RUNX2,BACH2,POU3F2,FOXO3,HSF2,HEY2,FOXK1,SP4,POU6F2,ZNF680,ZKSCAN5,ZKSCAN1,CUX1,FOXP2,NRF1,ZNF282,HMBOX1,PLAG1,MYBL1,TRPS1,HSF1,RFX3,GLIS3,NFIB,KLF9,RORB,MSANTD3,ZNF189,ZBTB26,NR6A1,PBX3,ZNF143,TEAD1,MYRF,ESRRA,RELA,HINFP,PKNOX2,ETS1,ZEB1,CREM,MXI1,TCF7L2,NKX6.2,ZNF384,ETV6,BHLHE41,TFCP2,POU6F1,ZNF740,SP1,ATF7,NR2C1,ELK3,NFYB,PRDM4,CUX2,ZNF140,ELF1,KLF12,TFDP1,HIF1A,MAX,ZNF410,FOXN3,YY1,KLF13,MEIS2,MGA,RFX7,TCF12,RORA,ARNT2,MEF2A,SOX8,ZNF263,MAZ,HSF4,E2F4,CTCF,NFATC3,MNT,SREBF1,THRA,STAT3,MLX,SP2,ZNF652,HLF,VEZF1,MAFG,FOXK2,ZNF24,SMAD2,TCF4,SOX12,ZNF343,NKX2.2,ZNF341,TCFL5,TCF3,NFIC,ZBTB7A,RFX2,ZNF317,ZNF136,NFIX,RFX1,JUND,ZNF682,ZNF708,ZNF675,USF2,ZFP14,ZNF382,ERF,IRF3,ZNF610,ZNF528,ZNF701,ZNF320,ZNF331,ZNF582,ZNF667,ZNF460,ZNF549,ZNF211,ZNF417,ZNF418,ZNF135,ZNF274,ZNF324,MZF1,PATZ1,SOX10,ATF4,TEF,SREBF2,GABPA,BACH1,OLIG2,OLIG1,RUNX1,PKNOX1,dummy1,dummy2
3,3,1,3,0,180,2,9,32,19,3,2,1,6,1,1,2,1,31,7,2,5,9,48,0,10,6,0,16,0,9,2,25,29,19,4,0,14,7,2,1,61,8,10,3,7,37,5,3,2,3,17,1,1,1,1,5,5,1,19,1,47,3,14,3,3,6,4,1,1,1,61,37,0,16,2,15,1,0,16,5,10,0,16,3,2,0,3,2,8,8,2,10,71,1,3,1,0,1,0,4,21,4,40,1,1,5,8,5,0,4,0,4,0,3,4,0,2,9,0,0,2,5,0,17,7,7,32,14,10,382,14,13,26,5,3,3,0,0,3,4,2,17,8,5,1,1,23,1,11,1,14,9,5,175,1,0,3,2,3,1,17,6,1,3,0,88,3,22,4,21,3,3,8,1,0,1,0,1,1,0,3,1,7,0,1,2,0,2,4,3,1,2,2,10,1,6,32,3,5,4,16,1,7,0,0
3,4,3,6,2,56,2,14,29,15,7,1,3,6,1,2,1,1,42,8,0,6,7,13,1,8,8,4,10,0,6,3,13,50,9,5,1,13,11,1,3,78,6,9,2,8,49,3,8,2,7,30,2,5,0,2,1,3,1,53,2,29,1,31,1,1,7,4,0,5,1,29,39,1,14,1,20,1,4,11,2,5,1,12,2,2,1,11,2,6,10,2,3,114,1,0,1,1,1,0,3,29,2,31,1,3,3,9,3,1,3,0,6,1,1,2,0,2,11,0,0,2,3,0,6,7,13,25,12,8,310,22,16,26,10,1,1,2,1,4,13,1,14,11,15,1,0,37,1,7,1,13,8,9,77,1,0,2,2,9,2,17,5,2,0,1,53,2,18,2,17,2,1,1,2,0,4,0,1,1,0,4,2,2,1,1,0,0,3,6,4,3,5,0,19,2,3,46,2,3,3,8,3,8,0,0
3,2,0,3,3,73,3,12,13,33,3,1,1,12,2,4,2,2,18,3,2,4,6,25,1,12,7,2,10,0,3,1,12,82,19,6,0,11,10,0,4,55,7,6,2,8,40,10,5,2,10,29,0,2,2,1,2,5,4,22,3,40,2,22,2,6,7,6,2,3,5,41,29,1,6,1,17,1,3,14,1,12,0,21,7,3,0,3,2,5,11,1,7,59,1,1,0,1,0,1,2,31,6,37,1,1,4,29,2,0,3,0,2,0,1,4,0,1,8,2,1,3,5,0,15,6,24,27,10,5,350,14,14,23,15,1,3,2,1,5,6,0,15,7,7,0,1,26,1,7,1,8,10,9,107,2,0,3,0,3,2,8,9,2,1,1,35,1,19,2,21,2,3,5,2,0,1,1,2,1,0,3,1,3,1,3,1,0,1,3,7,1,3,2,21,1,3,47,3,2,4,21,1,7,0,0
2,2,2,2,3,204,7,16,13,27,7,4,4,12,4,3,2,1,36,16,1,4,11,37,0,9,9,2,7,0,4,1,13,62,11,3,1,17,10,2,6,87,7,6,5,13,42,10,16,3,7,21,1,2,2,1,5,7,1,28,1,46,2,17,2,2,14,3,1,5,2,44,46,1,12,2,18,4,1,38,3,15,1,19,14,3,0,12,2,5,8,2,6,77,0,2,1,2,2,0,3,55,4,74,0,5,3,31,3,1,3,0,7,0,2,0,0,3,20,0,2,4,8,0,10,7,16,47,10,18,335,8,17,18,9,0,2,1,2,5,8,2,16,10,8,1,1,38,2,8,2,10,9,11,218,3,0,4,1,3,1,8,9,0,2,0,84,1,21,3,34,4,2,6,2,0,2,1,2,2,0,4,2,3,1,3,0,0,1,4,7,3,5,2,15,2,3,87,2,9,5,17,2,5,0,0
7,3,2,4,2,167,8,17,44,31,8,3,5,8,2,6,1,3,13,6,2,16,4,23,3,24,6,0,12,0,6,0,24,64,29,7,1,16,20,1,6,96,10,8,1,4,119,5,13,2,6,13,2,1,1,0,5,18,3,22,2,38,2,53,3,2,7,4,2,10,2,68,21,1,12,3,16,0,1,32,3,28,1,21,9,5,0,12,1,5,13,3,13,96,1,3,0,1,1,1,4,60,8,39,1,5,2,15,2,1,3,0,4,0,2,1,0,2,9,0,0,2,14,0,16,15,10,26,17,17,400,29,20,35,15,2,1,4,1,7,16,2,28,13,8,1,2,33,2,12,2,17,9,8,109,2,1,2,2,8,1,40,5,2,0,2,61,1,22,3,38,1,6,11,2,0,2,1,2,2,1,4,1,3,1,4,1,0,1,4,2,1,3,3,13,2,6,85,4,3,3,14,3,5,0,0
5,1,2,4,1,72,8,4,29,16,2,0,5,9,1,4,2,2,7,5,1,6,7,33,1,6,5,2,10,0,10,2,7,54,22,3,0,10,9,0,2,79,7,9,5,10,67,5,13,7,9,25,2,2,1,0,5,7,1,29,2,24,2,39,2,5,11,3,1,5,2,38,29,1,13,2,15,1,2,10,3,11,1,26,5,2,1,9,0,5,4,2,11,63,3,1,1,1,1,1,1,24,3,30,2,3,5,14,5,1,1,0,2,1,2,0,0,1,14,0,1,3,6,0,13,7,4,20,7,10,268,26,11,25,7,0,2,4,1,5,9,1,13,10,4,3,0,22,3,7,1,19,4,19,61,1,0,1,1,7,2,12,8,2,0,2,51,2,11,3,35,1,2,7,2,0,2,0,4,1,1,5,0,4,0,3,0,0,1,5,4,1,3,3,13,5,3,28,2,3,8,10,5,5,0,0
2,4,0,2,2,70,4,19,48,31,7,1,2,7,10,2,2,1,17,10,2,5,11,24,2,5,7,3,24,0,5,2,12,74,29,3,1,10,6,1,6,75,7,9,2,15,52,3,6,0,11,15,2,2,1,2,3,2,3,24,3,47,1,29,4,4,10,4,0,5,1,38,23,1,14,2,13,2,0,9,3,28,0,33,8,0,0,4,4,5,7,1,7,91,0,2,1,1,0,2,5,72,3,64,2,4,4,16,0,0,2,1,12,0,0,3,0,3,16,0,1,2,9,0,15,6,12,36,16,9,527,5,10,19,13,0,2,2,4,8,21,3,16,3,14,2,1,52,2,13,1,11,4,9,123,2,0,3,1,4,1,11,9,3,0,2,91,3,31,2,36,2,2,5,1,0,1,0,1,2,0,4,2,4,1,2,1,0,1,6,4,3,2,4,20,9,4,30,4,4,5,17,3,7,0,0
3,3,0,7,2,124,6,5,55,30,6,1,1,14,2,3,2,1,10,10,0,7,7,33,0,10,10,1,21,0,10,1,15,98,19,1,1,13,15,0,11,98,6,14,4,7,45,9,15,2,10,22,3,1,0,3,5,11,3,32,1,61,2,29,3,2,12,7,1,4,2,49,18,1,18,1,15,1,2,16,3,27,0,27,8,4,0,7,1,5,11,3,8,112,1,4,3,0,1,1,3,42,9,47,1,6,8,31,8,2,2,0,6,1,1,2,1,3,16,2,0,6,9,1,30,9,19,55,21,9,481,15,26,29,21,2,5,6,3,6,16,1,27,8,13,1,2,45,1,11,1,21,10,6,187,3,0,4,2,13,1,20,7,0,3,1,81,1,21,3,25,2,5,6,3,0,2,1,2,0,1,4,2,3,1,3,0,0,2,6,6,3,5,3,17,4,5,56,4,5,3,17,3,8,0,0
5,2,2,3,0,108,5,14,44,12,10,1,3,7,2,2,2,1,11,8,1,3,4,20,2,14,7,1,8,0,4,1,16,46,14,2,1,9,9,1,8,73,8,8,1,11,36,15,12,3,5,12,3,3,2,2,4,2,2,27,1,20,1,28,2,2,3,4,0,2,1,55,15,0,16,1,7,3,2,29,2,11,1,16,7,4,0,5,1,5,4,2,7,47,1,2,0,0,2,1,4,35,4,26,0,5,2,12,5,0,4,0,3,0,1,0,0,2,8,1,1,2,5,0,23,8,9,37,10,11,301,8,19,14,10,0,1,3,1,5,10,1,11,4,6,2,1,23,1,13,2,9,3,8,138,2,0,3,1,1,2,10,8,2,0,1,61,0,23,2,23,2,1,5,1,0,0,0,1,2,1,5,0,1,0,2,1,0,1,6,3,0,1,2,12,2,3,38,4,2,10,10,1,3,0,0
4,6,3,4,4,178,6,21,29,37,7,4,3,8,2,3,4,0,47,11,2,11,15,55,1,15,12,3,14,0,12,2,26,40,23,4,2,17,11,1,9,153,11,19,3,14,128,8,12,4,8,46,1,1,3,3,3,7,3,46,4,51,1,47,2,1,12,4,1,8,1,87,46,1,21,3,14,2,3,32,5,22,1,26,4,2,1,8,3,9,12,2,17,131,0,1,2,0,1,1,3,78,4,67,2,6,6,25,3,1,5,0,7,0,2,2,2,0,24,1,0,11,13,0,19,9,26,41,23,24,424,14,25,36,10,3,3,7,3,11,18,2,15,15,15,1,3,80,1,13,1,22,13,7,156,1,0,3,2,5,1,28,23,2,3,1,100,4,47,5,43,3,3,6,2,0,5,1,3,2,0,6,1,1,1,2,1,0,1,8,4,5,8,1,21,5,6,65,3,7,12,15,3,15,0,0
1,2,1,3,3,71,6,7,21,32,5,2,5,10,2,3,2,2,17,12,1,6,4,18,2,8,5,2,6,0,14,1,15,44,8,2,0,12,16,1,4,86,3,3,1,15,53,6,9,4,2,44,2,0,1,2,4,6,2,13,3,60,2,18,5,6,8,5,0,4,1,45,30,1,13,1,12,2,1,9,2,6,0,26,3,3,0,4,2,4,6,1,7,117,2,2,2,0,0,0,3,21,3,26,2,2,1,18,3,1,5,0,7,0,2,3,1,1,10,0,0,4,4,0,12,2,20,24,9,4,251,14,9,10,6,0,2,1,3,3,11,1,14,14,11,1,1,36,1,10,1,12,11,11,92,2,0,2,1,8,4,28,7,1,3,2,27,1,17,2,22,2,2,5,1,0,0,0,2,1,1,4,2,1,0,0,0,0,2,5,4,0,3,1,6,5,5,21,7,5,7,13,4,4,0,0
3,3,1,3,2,102,6,15,28,45,16,0,2,17,0,3,3,1,13,9,1,9,7,41,3,20,10,2,15,0,10,1,14,30,21,3,1,18,15,1,3,107,6,9,4,22,69,10,14,4,9,33,1,3,0,2,6,9,4,26,2,26,1,19,1,3,16,8,0,4,3,57,49,1,9,1,17,0,1,11,0,11,0,37,8,4,1,9,1,5,3,2,18,71,0,2,1,1,1,0,6,41,5,46,2,2,3,14,6,1,6,0,5,1,2,7,0,3,5,0,2,7,6,0,25,7,18,49,24,14,440,12,14,35,12,0,2,1,1,7,13,1,10,9,17,1,2,50,1,9,1,14,7,8,181,2,0,3,3,14,0,18,11,2,0,1,69,2,37,2,24,3,2,8,2,0,3,2,2,1,0,3,3,5,1,1,1,0,3,8,3,3,4,1,20,5,3,42,11,8,8,11,1,9,0,0
3,3,2,9,2,128,4,14,41,38,4,1,7,8,1,5,4,1,21,9,2,8,6,42,2,4,21,3,19,0,16,2,19,75,19,6,0,12,9,0,6,78,6,9,4,12,76,10,13,2,6,27,1,2,1,3,3,7,5,22,5,41,1,50,4,4,9,5,2,2,2,77,30,0,12,3,23,1,2,17,3,23,1,11,7,3,1,18,2,9,4,2,15,103,2,1,1,1,0,1,2,49,8,53,0,4,5,28,5,1,2,0,4,0,2,1,0,5,10,1,1,1,6,0,16,19,17,27,12,7,402,10,29,25,15,2,4,5,0,6,20,1,25,10,11,0,4,67,2,10,1,35,13,10,111,1,0,4,0,8,2,11,10,2,1,1,120,3,31,2,52,5,6,12,3,0,1,1,4,3,0,3,1,6,0,2,0,0,2,8,6,2,4,3,23,3,5,31,4,6,5,14,1,7,0,0
1,4,1,4,1,71,5,8,35,26,8,2,1,7,1,2,0,2,11,14,2,6,7,30,2,8,11,0,7,0,13,2,12,49,15,3,1,6,27,2,4,88,8,6,3,8,50,7,8,5,6,24,1,2,3,2,3,5,2,21,2,39,2,13,2,4,11,6,2,2,2,53,35,1,22,1,12,4,3,12,1,8,2,36,4,5,1,5,3,3,5,2,7,51,2,2,0,0,2,1,4,42,8,45,2,2,3,14,7,1,3,0,5,0,2,3,0,1,7,0,2,1,5,1,15,7,15,25,9,8,224,22,14,36,7,2,2,1,1,7,8,1,19,6,10,2,4,27,0,11,2,12,3,5,109,2,1,3,2,5,2,11,7,2,0,1,42,2,16,2,13,2,2,6,2,0,2,1,1,2,0,3,0,2,2,0,1,0,2,3,5,2,2,1,11,5,4,29,4,4,7,21,2,5,0,0
3,2,2,1,3,148,3,9,46,18,6,3,2,11,2,2,1,1,14,6,1,7,7,27,1,10,5,2,10,0,8,2,13,45,12,3,1,17,11,0,4,111,6,5,2,10,115,6,6,2,3,11,1,0,2,2,4,1,1,27,1,37,2,26,2,3,16,4,1,3,0,51,22,0,12,3,9,3,1,15,1,21,0,28,7,3,1,2,2,3,7,1,12,79,1,3,1,2,1,1,3,51,4,35,1,3,2,20,3,2,3,0,2,0,1,1,0,1,23,1,1,1,3,0,11,3,13,82,17,16,206,11,10,20,9,1,3,3,0,6,10,1,12,13,14,2,1,45,1,11,0,14,5,18,174,2,0,5,3,5,1,24,7,1,2,1,50,5,31,6,26,2,3,12,2,0,2,1,1,3,0,3,0,3,3,2,1,0,1,8,6,1,2,2,14,2,1,48,4,2,5,13,0,8,0,0
3,1,2,4,1,90,2,5,21,12,6,2,3,8,2,3,0,0,9,4,3,3,4,30,2,15,6,2,5,0,7,2,11,29,8,4,2,13,7,0,9,70,4,9,1,9,44,6,8,0,4,14,2,2,0,1,2,3,2,23,6,18,3,22,0,1,8,5,1,2,2,43,22,0,16,2,3,1,2,15,3,9,0,21,6,0,0,7,1,5,6,2,6,54,1,2,3,0,0,0,1,34,4,38,2,4,3,6,2,2,1,0,4,1,1,1,0,2,7,1,2,1,4,0,9,10,10,20,8,4,271,10,7,16,8,0,1,3,2,3,6,2,21,8,7,1,1,47,0,4,2,11,4,8,103,1,0,5,0,2,2,8,3,2,0,0,32,1,16,1,13,1,1,4,1,0,2,0,4,1,0,2,1,2,1,0,0,0,0,6,2,2,5,0,18,5,4,23,4,2,4,17,0,5,0,0
2,3,1,6,5,116,3,11,27,29,6,2,2,8,3,3,1,1,13,6,2,6,8,25,1,13,9,3,20,0,16,2,21,47,30,6,2,10,11,0,9,82,14,6,2,9,81,9,9,4,8,26,2,3,1,3,7,8,3,22,3,52,2,27,3,2,12,6,0,4,0,61,23,1,16,3,15,1,1,17,7,26,1,12,8,2,2,4,0,3,10,3,26,79,2,4,4,1,0,1,2,63,11,91,1,5,3,13,4,2,2,0,2,0,2,1,0,1,15,1,2,5,7,0,17,10,20,24,9,15,435,10,17,29,21,0,4,4,2,6,9,2,12,23,9,1,2,68,1,10,1,6,12,13,186,2,0,3,2,7,2,25,6,2,1,0,82,0,38,2,44,3,2,8,3,0,3,1,4,0,1,6,3,5,1,4,0,0,2,8,3,1,3,2,10,5,4,73,4,7,6,32,1,7,0,0
3,5,2,6,2,172,8,16,64,48,9,1,2,11,3,4,3,1,11,10,1,9,13,41,1,17,17,1,19,0,15,1,18,61,20,3,0,14,14,3,9,145,5,9,4,15,69,19,14,6,8,28,4,4,2,2,5,4,3,36,5,40,4,45,5,3,3,6,1,3,4,43,36,1,19,2,13,1,1,23,3,35,1,27,5,6,2,9,2,6,6,1,11,100,1,2,2,3,3,2,2,50,6,71,1,3,7,17,8,1,3,0,9,1,4,4,0,3,16,2,0,5,8,0,32,19,20,37,14,8,531,36,20,21,16,1,2,2,4,11,12,3,12,13,13,2,2,33,3,10,4,20,12,15,170,4,1,4,4,9,2,8,10,4,2,2,86,4,39,4,37,3,10,12,3,0,1,2,1,2,0,6,2,3,1,1,2,0,0,9,4,3,4,1,19,9,5,42,3,6,10,23,5,8,0,0
8,3,2,5,1,179,5,11,44,19,5,2,5,11,1,4,3,4,22,17,1,8,10,49,1,23,7,2,12,0,15,2,11,80,16,1,1,26,10,1,14,125,8,10,3,14,123,9,9,4,8,35,1,3,1,2,5,4,2,33,5,79,3,15,4,2,11,3,1,4,2,56,35,1,19,2,16,1,3,24,4,14,0,51,6,3,1,5,4,8,13,2,8,93,0,1,3,1,0,2,2,26,7,67,4,6,3,10,5,1,3,0,3,0,3,1,1,3,14,0,1,3,9,0,25,7,19,34,24,15,313,11,20,39,14,0,1,3,2,3,11,2,31,18,14,3,1,50,1,5,3,13,5,8,157,4,0,4,3,6,2,32,9,2,1,0,50,2,20,5,38,2,5,6,4,0,2,0,4,3,0,8,2,2,1,2,1,0,1,6,9,2,4,2,13,4,4,39,4,3,4,19,2,6,0,0
2,3,3,9,2,153,5,8,95,29,9,2,3,14,3,2,3,3,11,12,2,9,15,34,1,18,23,3,22,0,9,3,16,66,26,6,0,17,13,2,8,92,11,11,4,28,76,10,13,3,7,24,3,2,3,4,6,7,4,79,3,36,4,26,3,6,15,6,1,4,3,61,31,1,32,1,18,1,2,14,2,25,0,40,6,3,0,7,2,6,12,0,9,127,1,2,3,0,2,0,5,84,6,55,1,4,12,25,3,4,4,0,6,0,1,6,0,3,11,1,1,9,8,0,48,11,15,34,22,23,406,9,25,26,22,2,3,3,2,8,15,1,20,12,9,1,2,46,2,14,1,16,10,9,181,2,0,3,3,10,2,20,8,4,3,3,98,0,51,5,25,2,6,10,2,0,2,2,3,1,0,4,1,2,0,2,0,0,2,7,4,1,3,1,28,5,5,72,3,4,9,37,3,9,0,0
2,2,2,3,2,105,6,12,18,19,8,2,3,21,1,3,1,2,15,11,2,3,4,26,2,17,10,2,10,0,15,1,17,101,36,4,0,13,7,1,3,75,10,4,4,16,42,8,13,2,10,33,3,2,2,2,2,2,2,36,4,28,3,36,2,4,7,9,1,5,1,30,33,1,16,1,11,2,2,32,2,27,1,13,5,3,0,12,5,7,9,1,7,120,1,4,1,1,0,2,6,40,6,60,2,3,6,11,5,2,2,0,4,1,1,4,2,2,19,0,2,4,8,0,25,5,17,20,16,9,454,7,8,40,9,1,1,2,1,5,25,0,15,6,12,1,0,46,1,7,2,12,7,13,131,2,1,4,1,6,1,12,5,3,2,2,54,2,34,3,21,2,4,8,4,0,2,1,3,2,0,3,1,3,1,1,2,0,2,6,6,2,5,3,14,3,1,53,2,9,7,49,1,4,0,0
1,3,4,3,3,129,7,8,22,35,11,2,3,18,2,6,1,1,19,7,3,9,11,46,2,9,14,3,11,0,11,3,20,73,22,6,1,27,9,1,15,91,7,6,0,20,86,16,9,1,8,32,0,2,1,1,3,7,3,43,2,37,2,21,3,2,14,7,0,6,1,78,29,0,16,2,10,3,1,18,4,26,0,22,14,3,1,7,2,6,7,1,9,69,2,3,0,0,0,0,4,57,3,54,3,3,3,38,4,0,6,1,4,1,2,4,1,1,17,0,0,2,13,0,16,7,15,63,26,18,450,9,14,16,18,2,1,1,0,4,21,2,10,15,15,2,1,128,1,11,1,27,10,11,163,1,0,2,3,7,0,20,11,1,1,1,114,1,27,2,44,1,5,15,4,0,4,4,1,1,0,11,1,3,0,2,1,0,4,9,4,2,2,3,17,3,3,30,5,3,1,10,2,12,0,0
5,2,2,4,3,196,6,11,75,24,14,1,2,19,1,5,3,2,11,9,0,11,6,29,1,16,9,2,7,0,11,3,11,54,23,3,0,14,17,4,10,65,5,9,3,11,86,6,11,3,6,19,1,4,1,4,3,3,2,35,2,69,3,25,1,5,7,2,2,5,2,44,39,1,16,3,25,0,1,13,1,18,1,52,8,4,0,9,3,5,15,1,8,88,1,2,1,1,2,1,6,54,6,62,1,2,7,17,3,2,2,0,10,1,3,2,2,1,13,0,0,1,6,0,10,8,27,31,15,11,386,15,12,32,19,2,3,2,1,7,7,1,12,15,11,1,2,68,0,6,4,16,15,15,195,2,0,2,3,3,1,13,13,2,1,2,57,3,28,3,29,2,2,9,1,0,2,1,2,2,0,5,0,5,2,0,0,0,2,12,4,2,4,1,9,2,1,30,6,6,10,32,2,4,0,0
4,3,3,4,6,280,3,16,65,27,8,3,4,15,2,6,4,3,20,13,4,10,8,49,2,19,16,5,16,0,17,1,11,94,18,5,3,21,6,3,7,124,8,8,2,17,83,10,15,3,5,37,1,2,1,3,5,6,2,27,2,55,1,53,2,5,10,9,0,4,3,92,61,0,21,2,18,2,1,21,3,17,1,32,9,5,1,8,2,8,9,4,19,122,3,2,1,0,0,1,1,28,6,90,3,6,13,20,3,1,4,0,7,0,1,3,0,2,21,1,1,1,8,0,23,14,22,44,18,13,582,11,16,45,18,2,6,1,3,6,10,4,10,12,16,1,1,71,1,10,1,10,16,22,266,4,0,5,2,7,4,22,7,2,1,1,57,1,45,8,59,3,5,15,1,0,2,2,3,2,0,4,1,4,3,2,2,0,0,13,4,3,4,2,14,2,3,66,6,2,14,32,3,11,0,0
2,3,1,3,2,103,5,11,76,13,7,6,4,11,2,7,3,2,10,7,2,10,15,24,3,10,16,4,15,0,6,3,23,32,35,3,2,17,9,0,5,130,11,8,3,10,61,10,11,4,10,21,2,2,1,1,3,6,5,33,1,29,3,30,3,3,2,2,1,6,0,58,31,0,17,2,10,1,1,7,5,34,2,18,5,2,1,9,1,4,13,0,6,76,1,1,2,2,0,1,3,26,12,52,1,2,6,16,6,1,2,0,4,0,2,3,1,1,9,0,2,4,9,0,17,6,18,42,40,6,496,15,12,34,9,0,1,4,3,8,10,1,16,9,12,1,2,55,1,13,2,9,10,11,163,2,0,5,2,5,1,20,9,3,1,2,61,0,35,2,18,2,5,5,2,0,1,1,1,2,0,5,1,2,1,2,1,0,3,8,4,2,4,3,13,2,4,30,5,7,8,15,1,7,0,0
2,2,3,2,3,124,7,11,56,15,7,1,4,13,2,4,1,1,14,8,2,3,6,48,1,15,9,3,11,0,10,3,6,53,25,2,2,13,9,0,4,42,4,10,2,8,97,11,10,4,12,20,2,0,2,1,2,8,2,47,1,46,2,54,2,4,9,6,2,5,0,79,35,0,24,3,10,1,2,16,5,10,0,30,5,3,1,8,3,7,10,4,8,93,1,2,2,1,1,0,3,50,13,53,1,3,3,18,4,3,2,2,5,1,1,3,0,1,20,0,1,2,10,0,23,9,25,11,12,14,384,19,19,23,5,0,5,3,1,2,9,2,8,9,17,2,1,43,2,11,3,33,6,14,178,2,0,3,2,6,1,22,6,2,6,1,86,0,16,3,18,1,3,7,3,0,2,3,1,2,1,3,0,5,1,1,0,0,1,9,6,2,4,2,31,3,4,37,3,5,5,14,1,4,0,0
1,3,0,4,2,118,3,9,33,52,7,0,7,25,3,4,4,2,18,10,3,6,6,33,1,18,7,2,17,0,7,2,14,37,21,2,1,23,15,3,3,90,6,13,3,25,60,11,9,2,7,29,2,2,4,4,2,7,2,24,4,31,2,31,2,3,13,6,2,5,3,110,40,2,28,2,19,2,0,25,3,21,1,34,2,5,2,7,2,5,15,4,12,46,1,3,3,1,0,1,3,41,4,46,1,8,8,30,10,0,4,1,9,0,2,2,0,2,20,1,1,3,6,0,16,15,13,20,15,7,442,17,18,21,13,2,2,5,1,3,15,2,19,9,9,1,2,33,0,11,0,13,7,18,174,2,0,10,2,6,1,14,12,0,2,2,48,2,16,3,31,2,6,5,3,0,2,0,3,2,0,7,2,3,2,2,1,0,6,6,4,5,5,2,17,7,4,48,2,5,5,21,1,11,0,0
2,3,1,9,2,132,6,11,32,19,4,2,2,6,3,5,1,1,11,10,1,8,10,36,1,12,8,5,17,0,8,2,13,65,18,2,2,9,6,1,6,74,4,12,3,6,39,13,6,4,9,19,3,1,1,1,5,10,1,21,3,22,3,55,3,6,8,3,0,7,2,42,34,1,18,2,9,3,1,23,3,15,0,15,1,5,0,10,2,6,5,3,8,124,1,2,3,1,0,1,2,49,2,51,1,7,9,17,4,0,4,0,6,1,3,1,1,3,11,1,3,6,5,0,13,9,20,20,25,8,405,19,15,52,10,1,1,3,0,4,10,0,19,10,24,1,0,34,0,8,2,14,6,13,174,2,0,4,1,8,2,23,11,2,0,1,80,1,24,3,36,2,3,10,3,0,3,3,4,2,0,6,3,3,0,1,2,0,0,7,4,3,5,0,14,4,1,49,6,5,7,25,4,8,0,0
4,3,3,4,4,189,6,10,59,17,9,2,3,19,3,5,3,2,11,8,1,8,8,34,2,20,9,1,9,0,5,3,32,86,22,4,0,10,8,2,9,99,9,15,2,8,47,19,14,4,12,30,3,1,3,1,4,7,2,15,2,33,3,40,2,1,7,19,3,5,0,34,32,1,38,1,14,2,1,28,4,19,1,37,6,5,0,7,1,7,7,3,12,63,1,3,1,0,2,2,2,55,5,46,3,5,5,19,3,2,4,0,8,1,1,6,0,3,15,1,2,7,6,0,15,9,14,30,16,24,315,13,14,42,12,1,4,3,3,4,7,2,19,12,17,1,0,25,1,12,1,18,14,6,180,2,1,6,1,2,4,14,12,3,3,2,75,2,27,2,27,1,5,8,2,0,3,1,3,2,0,4,2,5,1,2,2,0,0,9,3,2,2,2,16,5,3,29,4,8,5,20,1,8,0,0
3,2,2,2,5,143,7,13,34,38,8,1,3,9,2,2,4,2,13,9,2,10,5,64,1,12,14,2,14,0,5,2,22,44,21,2,2,9,16,2,9,67,10,4,3,5,98,16,9,3,6,17,1,0,1,2,3,5,3,18,3,55,0,24,2,2,9,4,1,3,1,47,16,0,14,2,18,1,2,24,1,17,0,34,11,7,2,7,2,5,12,3,15,65,2,2,1,0,3,2,2,28,4,28,2,2,2,5,2,1,3,0,8,1,3,1,0,1,12,1,1,2,5,0,18,9,10,35,23,17,339,17,10,16,10,1,0,5,2,4,7,1,10,14,11,0,2,56,1,8,1,17,11,8,148,1,0,4,1,2,1,15,9,2,1,2,42,1,34,2,22,2,3,9,2,0,1,2,0,2,0,8,2,5,0,1,1,0,2,6,5,2,6,0,13,4,3,88,6,4,12,49,2,10,0,0
3,3,1,1,4,162,9,31,47,35,8,1,2,19,3,6,2,1,24,8,1,5,8,43,2,13,15,2,23,0,15,2,32,70,17,3,1,19,16,1,8,123,7,3,4,18,109,11,22,2,11,31,1,1,0,0,2,5,3,55,6,54,2,40,1,3,18,8,1,8,2,99,39,1,29,1,17,1,3,25,4,19,1,26,3,4,0,9,1,11,20,4,6,126,1,7,2,2,1,1,5,58,8,69,2,5,4,32,5,1,8,0,7,0,3,3,1,2,28,0,1,3,11,0,42,11,23,37,20,30,480,7,24,27,10,0,2,2,2,1,16,1,17,5,15,1,3,80,0,14,3,17,8,20,173,4,0,4,4,6,3,28,14,2,2,1,86,2,26,4,30,3,5,19,3,0,1,2,6,3,0,4,1,4,1,2,0,0,2,5,4,3,4,2,24,4,4,47,5,5,3,9,3,6,0,0
