TFAP2E,MTF1,ZNF684,NFYC,JUN,NFIA,MEF2D,ATF6,PBX1,POU2F1,ZNF281,SOX13,ELK4,PROX1,ZBTB18,ZNF692,E2F6,REL,MEIS1,POU3F3,NR4A2,SP3,ATF2,NFE2L2,STAT1,KLF7,CREB1,HES6,NR2C2,SATB1,NR1D2,THRB,MITF,FOXP1,ZNF148,KLF15,ZIC4,ZIC1,SOX2,ETV5,BCL6,RBPJ,KLF3,CLOCK,REST,NFKB1,ELF2,NR3C2,IRF2,MEF2C,SMAD5,NR3C1,ZNF354A,ZNF354C,PBX2,RXRB,ZNF76,PPARD,NFYA,TFEB,RUNX2,BACH2,POU3F2,FOXO3,HSF2,HEY2,FOXK1,SP4,POU6F2,ZNF680,ZKSCAN5,ZKSCAN1,CUX1,FOXP2,NRF1,ZNF282,HMBOX1,PLAG1,MYBL1,TRPS1,HSF1,RFX3,GLIS3,NFIB,KLF9,RORB,MSANTD3,ZNF189,ZBTB26,NR6A1,PBX3,ZNF143,TEAD1,MYRF,ESRRA,RELA,HINFP,PKNOX2,ETS1,ZEB1,CREM,MXI1,TCF7L2,NKX6.2,ZNF384,ETV6,BHLHE41,TFCP2,POU6F1,ZNF740,SP1,ATF7,NR2C1,ELK3,NFYB,PRDM4,CUX2,ZNF140,ELF1,KLF12,TFDP1,HIF1A,MAX,ZNF410,FOXN3,YY1,KLF13,MEIS2,MGA,RFX7,TCF12,RORA,ARNT2,MEF2A,SOX8,ZNF263,MAZ,HSF4,E2F4,CTCF,NFATC3,MNT,SREBF1,THRA,STAT3,MLX,SP2,ZNF652,HLF,VEZF1,MAFG,FOXK2,ZNF24,SMAD2,TCF4,SOX12,ZNF343,NKX2.2,ZNF341,TCFL5,TCF3,NFIC,ZBTB7A,RFX2,ZNF317,ZNF136,NFIX,RFX1,JUND,ZNF682,ZNF708,ZNF675,USF2,ZFP14,ZNF382,ERF,IRF3,ZNF610,ZNF528,ZNF701,ZNF320,ZNF331,ZNF582,ZNF667,ZNF460,ZNF549,ZNF211,ZNF417,ZNF418,ZNF135,ZNF274,ZNF324,MZF1,PATZ1,SOX10,ATF4,TEF,SREBF2,GABPA,BACH1,OLIG2,OLIG1,RUNX1,PKNOX1,dummy1,dummy2
4,3,1,8,2,208,5,8,56,55,11,2,2,13,1,3,1,1,15,12,3,10,6,29,4,8,7,1,19,0,10,4,17,64,14,3,0,17,15,0,8,95,5,7,5,9,54,15,10,3,9,11,0,1,1,1,2,6,2,28,3,75,3,31,3,2,16,4,1,10,3,109,17,1,9,3,14,2,1,26,3,17,0,27,7,3,0,13,3,10,12,2,6,66,3,2,0,0,1,1,3,42,4,44,4,5,7,13,7,1,1,1,5,1,5,2,0,2,13,1,2,7,5,0,18,5,12,19,16,20,361,16,13,28,16,2,1,2,3,10,12,1,20,11,22,2,1,30,1,8,1,12,9,12,144,1,0,3,2,7,1,19,9,1,2,1,64,1,44,5,37,1,5,7,4,0,2,1,2,3,0,9,1,6,1,1,3,0,1,5,3,1,9,1,21,7,5,70,4,6,6,29,1,10,0,0
4,3,1,2,1,112,8,8,106,27,1,3,2,16,3,1,0,1,9,13,2,2,7,28,3,7,9,0,8,0,7,2,10,26,13,1,1,12,7,1,4,64,5,3,3,12,69,17,9,1,5,25,3,3,2,2,3,5,2,38,2,32,2,34,3,2,10,6,1,5,1,77,27,0,12,3,15,1,1,11,1,14,1,13,3,4,1,15,0,4,4,2,8,72,1,2,2,0,2,1,2,47,8,48,2,4,4,11,2,1,2,0,9,1,2,3,0,2,4,0,2,4,8,0,13,4,12,9,13,15,447,11,15,27,11,0,1,2,1,3,10,0,13,6,7,2,0,20,2,10,0,12,6,4,124,2,0,1,1,8,0,13,3,0,2,3,68,1,18,5,27,2,3,10,2,0,1,2,1,0,0,5,1,3,1,1,1,0,1,7,6,4,1,1,17,3,2,28,3,5,4,19,0,5,0,0
4,4,3,5,3,165,10,9,105,12,6,1,5,15,5,4,2,2,21,11,3,7,8,50,4,12,4,5,12,0,11,0,29,64,10,3,1,16,12,2,10,91,7,8,4,14,65,14,16,1,6,18,3,2,3,3,3,3,2,27,2,31,2,48,5,3,14,5,2,3,3,45,23,0,12,5,16,3,2,24,2,27,0,21,11,4,0,5,3,11,9,3,13,51,0,6,2,0,2,0,2,37,1,70,2,5,6,26,6,1,2,0,4,0,2,4,0,2,11,0,1,2,7,0,15,9,19,34,17,10,522,12,21,31,12,2,3,2,1,12,15,2,25,8,15,0,1,62,1,8,1,11,10,17,122,1,0,4,1,9,2,14,14,3,2,1,78,3,34,2,19,3,4,6,2,0,1,2,1,1,0,4,2,6,2,1,2,0,2,3,3,3,5,1,18,5,3,39,5,6,5,24,1,6,0,0
2,4,5,6,4,143,7,21,62,36,6,1,5,11,2,6,1,2,23,6,2,9,10,42,4,10,12,3,15,0,13,5,15,42,26,9,2,15,13,0,8,70,8,9,3,11,96,15,16,3,12,36,3,1,3,4,9,10,3,36,3,54,2,19,3,5,24,10,0,2,2,55,38,1,15,3,13,2,2,33,4,30,0,29,7,3,1,11,3,5,18,3,15,102,2,2,2,1,2,0,6,43,3,92,2,6,9,13,6,1,4,0,3,0,2,5,1,2,22,1,0,5,7,0,32,10,24,42,14,15,490,14,14,41,19,2,3,3,2,6,12,2,28,14,11,2,2,55,0,25,1,18,16,9,212,2,1,4,3,12,3,17,9,3,2,1,55,3,43,5,34,3,7,7,2,0,3,1,2,2,0,5,2,5,1,2,1,0,2,7,8,1,5,3,25,4,3,58,5,7,8,26,2,11,0,0
3,5,1,6,3,138,4,16,49,25,5,2,4,23,1,1,2,1,19,7,1,6,8,23,4,18,10,4,7,0,13,2,26,63,21,2,2,15,17,2,3,111,7,7,5,12,74,10,13,3,5,19,2,1,2,4,5,9,2,33,1,99,1,28,2,4,19,10,1,8,1,94,56,2,11,2,16,1,1,27,3,18,0,19,4,3,1,12,1,10,13,5,15,137,2,2,3,1,2,5,1,67,4,46,0,6,5,24,4,3,6,0,6,0,3,6,1,3,23,1,1,2,6,0,22,12,13,40,17,24,546,8,21,45,18,2,3,3,2,6,15,2,17,9,10,1,2,46,1,17,4,25,15,10,159,4,1,4,1,9,1,13,6,0,1,2,67,1,36,4,27,1,4,7,3,0,4,3,2,1,0,4,1,1,1,4,1,0,2,9,2,1,3,2,18,4,4,77,5,3,11,35,2,5,0,0
2,2,3,4,5,100,4,6,48,17,3,3,2,8,2,2,3,2,15,4,2,5,10,13,2,9,16,3,5,0,2,2,14,34,15,0,2,11,6,1,3,42,4,9,0,15,32,6,11,6,3,18,2,1,1,0,0,6,3,14,1,22,2,18,2,3,6,5,2,4,0,38,23,1,15,2,10,1,2,14,2,9,0,12,2,3,0,12,0,3,9,3,7,49,1,2,1,0,0,3,3,10,2,25,3,7,2,13,3,1,3,0,4,0,2,2,0,1,14,1,1,2,7,0,14,11,12,7,22,11,298,8,3,16,13,2,2,2,0,3,12,2,10,7,8,1,1,11,1,10,1,12,6,7,100,2,0,3,1,1,1,15,11,1,0,1,37,0,15,5,17,1,4,7,1,0,2,1,1,2,0,5,2,3,2,1,1,0,2,2,3,2,2,2,9,3,3,29,2,3,4,19,1,5,0,0
1,5,1,6,1,105,3,10,35,21,5,0,3,16,3,3,2,2,10,8,1,7,4,30,2,8,5,3,9,0,9,1,8,63,11,3,1,15,7,1,3,80,7,9,1,16,33,9,5,4,3,26,2,2,2,1,4,4,1,16,2,24,1,31,4,3,9,7,1,2,0,50,22,0,12,3,16,1,1,24,2,18,1,21,4,5,1,6,3,5,10,1,6,72,1,3,1,0,2,1,3,32,6,38,0,3,4,20,7,1,3,0,6,2,2,2,1,1,14,1,2,3,4,0,13,5,7,8,12,13,376,10,9,37,14,1,1,2,1,3,5,1,16,7,9,0,0,25,0,7,1,17,14,3,134,2,0,5,2,4,1,11,6,0,3,1,56,1,29,3,23,1,3,4,1,0,3,2,1,2,0,6,2,4,1,2,0,0,1,5,3,3,3,5,16,2,5,22,3,7,10,14,1,9,0,0
5,2,0,10,4,201,8,15,44,41,7,4,5,14,2,4,2,3,22,10,2,16,8,47,2,28,17,1,20,0,6,2,23,84,28,2,2,14,8,0,5,178,9,16,3,18,74,16,13,6,9,49,2,1,0,1,7,7,2,34,2,46,3,57,2,3,9,9,3,5,3,77,86,1,25,2,19,3,1,32,5,32,1,32,4,2,2,13,4,10,22,2,10,115,1,2,2,2,3,1,4,62,9,46,4,3,6,18,8,0,7,0,8,1,2,2,0,1,29,1,2,1,4,0,24,18,31,57,15,20,536,28,25,53,16,1,3,5,2,10,23,1,26,5,21,0,1,46,1,9,1,17,13,20,274,2,0,4,1,10,2,17,10,1,0,1,77,2,28,4,45,3,7,12,1,0,1,3,2,1,0,7,1,5,1,2,1,0,1,14,6,1,4,3,17,7,4,72,3,7,11,16,2,12,0,0
2,5,3,7,2,202,9,13,49,25,5,0,2,13,1,3,1,1,13,9,2,14,14,51,4,25,6,3,25,0,6,1,30,128,18,1,2,18,22,0,6,93,8,10,3,12,109,18,15,3,12,21,3,2,3,3,5,5,2,43,2,49,1,32,2,4,9,5,3,6,2,75,45,1,22,1,16,2,3,40,1,24,1,26,7,5,1,14,5,4,13,3,14,140,1,2,1,2,1,2,3,78,5,73,0,7,6,17,7,2,4,0,8,1,3,3,2,3,20,0,1,4,6,0,24,12,20,50,16,12,469,11,12,39,40,2,2,3,2,4,10,2,20,15,6,2,3,55,2,17,1,19,12,13,163,3,0,3,1,5,1,24,11,2,1,3,109,2,31,5,26,4,8,5,2,0,2,0,2,2,0,6,3,4,1,2,1,0,1,9,5,5,6,1,17,3,8,42,3,6,7,26,2,9,0,0
2,3,2,5,3,172,5,14,59,36,8,2,4,20,2,3,3,2,9,12,2,8,12,32,2,21,11,2,11,0,13,1,17,70,26,6,0,19,16,2,6,73,9,12,3,20,81,10,26,4,8,40,1,2,2,1,5,7,2,38,3,70,2,38,3,4,10,9,0,7,2,39,48,1,21,2,13,2,3,19,7,35,3,60,4,8,1,6,3,7,9,1,9,111,0,2,2,1,0,2,4,64,11,28,2,5,8,13,6,1,3,0,8,2,2,3,0,2,19,2,2,5,13,0,20,16,20,63,27,13,552,17,17,66,14,2,4,2,1,6,15,1,22,9,14,1,4,58,1,12,2,31,13,13,212,6,1,4,3,7,3,24,12,2,1,1,75,0,21,2,26,3,7,19,2,0,1,2,3,0,0,6,2,5,4,2,0,0,2,9,5,0,4,4,25,2,7,54,4,7,7,25,2,6,0,0
1,4,2,4,1,137,7,12,60,15,7,0,2,16,4,6,1,1,9,14,3,7,2,59,3,13,9,2,20,0,8,1,15,54,14,4,0,12,11,1,3,93,7,6,3,8,64,10,14,2,9,26,2,3,1,2,3,5,2,22,2,55,3,22,4,1,6,6,1,3,1,63,22,0,15,1,12,3,3,23,3,17,0,31,5,3,0,7,4,4,10,3,5,92,0,4,1,1,0,2,6,49,7,60,2,2,6,29,6,1,3,0,5,0,5,2,1,2,10,0,2,2,5,1,20,12,7,24,19,18,416,9,14,30,18,2,1,1,2,6,17,1,16,9,10,3,3,82,0,10,2,21,16,23,224,1,0,6,2,6,1,12,9,1,2,3,59,1,30,2,38,2,3,10,3,0,0,1,1,2,0,3,2,3,1,1,2,0,1,9,10,3,3,3,11,2,3,42,4,6,13,5,1,7,0,0
4,5,3,7,3,143,7,14,45,48,7,1,3,18,4,4,0,0,14,12,3,14,11,39,3,16,20,2,15,0,10,2,15,76,16,2,1,24,10,1,10,106,4,12,4,10,134,12,13,3,4,16,1,1,3,2,4,6,3,30,3,51,3,40,3,3,13,7,1,4,2,61,31,0,15,3,13,1,2,22,6,16,0,29,6,4,1,6,1,4,10,4,6,110,1,3,3,1,0,0,3,50,7,73,1,5,5,15,5,1,3,0,8,0,4,3,0,2,17,0,1,2,5,0,17,7,20,33,25,18,568,23,10,46,18,1,3,3,2,5,19,2,17,10,23,0,1,43,1,10,3,11,10,10,138,2,0,3,3,9,1,27,11,1,1,2,83,1,26,6,38,3,6,5,2,0,3,1,4,1,1,4,1,2,1,2,1,0,1,10,13,3,4,0,33,8,5,56,6,8,9,34,0,7,0,0
4,3,1,6,4,172,5,10,85,51,4,3,3,25,3,6,1,2,9,9,1,4,15,30,0,16,13,5,18,0,10,1,17,84,16,6,1,16,9,1,12,110,3,14,4,16,123,11,19,4,5,43,2,2,1,1,7,8,1,51,4,84,4,49,2,2,19,7,0,4,2,64,34,1,23,4,9,1,2,41,1,19,0,43,7,7,1,16,2,5,10,3,12,104,1,1,1,0,1,2,5,60,8,38,3,4,4,29,4,3,2,1,7,0,1,2,0,4,9,0,2,5,14,0,18,12,13,66,19,19,505,25,14,25,18,2,2,2,2,4,24,1,20,10,18,2,3,37,1,14,3,13,8,11,225,2,1,8,1,8,1,15,7,3,2,1,88,4,37,4,27,2,4,8,3,0,1,1,1,1,0,3,1,3,1,1,2,0,2,8,5,3,5,3,35,3,3,65,4,5,11,15,2,10,0,0
3,1,1,7,1,201,3,18,40,17,9,2,2,13,1,2,2,2,26,3,1,10,7,44,2,10,13,4,14,0,10,1,17,63,35,4,2,12,10,2,4,103,14,11,1,11,73,6,12,3,9,27,2,0,1,2,3,7,2,40,2,62,1,33,3,1,11,5,2,7,3,84,29,0,17,2,13,2,2,24,3,19,0,19,5,3,1,6,4,6,8,3,10,109,1,1,1,0,2,1,1,51,4,57,1,7,4,17,5,1,3,0,8,1,3,3,1,1,17,0,1,3,4,0,28,3,16,31,23,12,534,17,10,19,16,2,1,1,1,7,11,3,18,9,10,1,2,30,2,10,0,14,6,6,206,2,0,6,1,5,1,14,5,2,1,2,72,1,19,5,28,3,3,8,1,0,2,1,3,1,0,6,2,2,0,3,1,0,2,11,6,1,3,2,18,2,6,53,7,4,10,22,1,3,0,0
4,2,2,4,3,129,7,12,94,20,8,1,3,11,2,2,2,0,15,7,2,5,9,53,1,13,13,2,10,0,13,3,11,74,20,3,1,15,13,2,4,55,5,10,3,9,72,8,7,4,5,20,1,2,2,1,6,4,2,46,1,50,2,25,2,2,14,5,0,6,3,58,26,0,15,2,13,1,2,17,4,19,1,23,6,6,1,8,1,8,7,2,7,68,1,2,1,2,1,1,2,55,4,53,2,6,6,17,3,1,3,0,5,1,3,3,2,2,11,2,2,3,4,0,28,7,16,39,15,14,286,6,8,22,9,1,2,2,0,4,13,1,14,7,11,3,2,21,3,5,1,24,11,7,185,2,0,7,2,3,0,12,9,1,2,1,61,1,16,2,28,3,3,11,3,0,2,1,0,1,1,5,0,2,2,3,2,0,2,3,4,2,4,2,22,3,4,36,7,5,11,22,2,11,0,0
3,2,2,9,3,84,2,12,51,36,3,2,0,10,2,3,1,2,20,5,2,5,8,25,2,12,4,4,13,0,11,2,20,20,13,2,2,9,9,0,2,61,11,9,1,19,45,6,10,2,5,20,2,2,5,1,4,10,2,24,0,31,1,28,4,1,8,7,1,7,2,59,20,1,11,3,11,0,2,16,4,12,0,21,9,2,0,11,1,5,6,1,11,89,1,3,2,0,2,0,6,37,4,34,2,4,3,17,4,1,2,0,1,0,2,1,1,2,13,0,2,1,9,0,17,7,8,41,18,10,253,15,14,33,14,2,0,3,4,4,11,2,13,7,18,2,1,39,1,10,1,12,5,6,119,2,0,4,2,3,2,16,9,2,2,3,45,1,21,2,27,2,2,12,0,0,2,4,2,0,0,8,1,3,0,2,0,0,2,4,1,1,5,4,29,4,5,37,5,2,2,16,2,10,0,0
4,3,1,3,5,210,6,10,39,35,6,2,5,20,4,3,3,1,20,9,3,6,14,43,5,18,11,5,13,0,10,1,16,57,15,3,2,19,9,2,8,80,5,13,6,11,50,15,6,2,6,41,1,3,1,5,2,5,1,27,3,35,4,20,1,3,6,7,0,8,2,75,50,3,23,2,21,1,2,26,2,15,0,19,4,2,2,11,1,4,6,2,11,98,3,5,1,1,1,1,4,47,4,60,1,6,10,21,3,2,5,0,4,1,4,4,0,0,20,1,3,6,4,0,14,10,12,26,17,25,446,8,20,41,14,1,1,2,1,6,17,0,15,6,9,1,2,32,1,15,2,20,8,12,168,2,0,4,2,6,2,13,13,4,3,1,59,1,30,3,30,3,4,11,2,0,2,2,1,3,1,3,0,6,3,1,1,0,1,8,3,1,5,2,18,2,9,56,2,4,11,32,1,9,0,0
2,1,0,4,5,160,3,11,40,17,7,2,4,11,2,4,2,3,31,9,1,6,11,41,1,14,16,1,9,0,3,1,24,56,12,2,1,17,7,3,6,98,5,10,1,6,63,13,8,4,4,23,1,2,1,2,6,4,2,24,1,43,2,44,2,2,13,3,1,5,2,72,37,0,10,4,9,2,1,20,4,21,0,25,6,3,1,8,2,6,13,3,11,60,1,1,1,0,1,0,3,19,5,35,1,3,6,14,4,2,3,0,8,1,3,2,1,3,18,1,3,3,4,0,14,7,18,16,15,13,573,15,14,35,9,3,1,2,1,4,11,3,11,6,12,2,3,24,1,7,2,12,5,14,127,1,0,4,2,2,1,17,8,1,2,1,93,1,14,1,22,2,3,14,3,0,1,1,1,2,0,3,1,4,0,1,1,0,2,9,2,2,5,1,24,3,2,46,2,1,10,26,0,8,0,0
2,3,3,5,1,126,4,16,42,77,5,3,1,24,4,3,1,1,20,6,2,6,6,30,1,10,5,2,10,0,8,1,21,56,19,4,1,18,11,0,4,83,5,4,2,8,49,7,5,3,9,30,2,1,2,2,5,11,1,47,2,31,0,43,1,3,10,7,2,2,2,70,49,0,19,3,21,3,1,20,3,18,0,26,3,5,0,7,2,3,5,0,10,88,2,1,1,2,0,0,4,55,8,63,0,3,6,14,3,0,4,0,3,1,2,3,0,4,17,0,1,3,6,0,15,5,17,15,11,8,424,14,7,22,12,3,3,2,1,6,11,2,12,7,10,2,2,37,2,8,1,18,1,10,88,2,0,3,2,4,2,14,11,4,1,2,56,0,21,2,29,2,3,4,2,0,1,2,3,1,1,4,1,5,0,2,0,0,2,3,2,2,6,3,9,1,4,22,3,5,6,12,2,6,0,0
4,3,2,7,3,154,5,10,54,22,8,1,3,8,2,1,3,1,7,10,1,4,11,24,2,8,7,4,7,0,8,2,15,57,13,1,2,19,14,2,3,129,11,9,2,8,65,11,5,2,5,17,3,2,0,1,7,10,2,35,4,39,3,25,3,1,9,5,1,3,0,36,27,0,16,3,12,0,2,43,5,23,1,21,4,3,1,7,1,3,12,3,5,88,1,2,4,2,0,1,4,37,4,42,1,4,5,15,3,2,2,0,5,0,3,2,1,1,9,0,1,2,10,0,8,10,20,28,10,16,436,12,14,45,15,1,5,2,1,5,5,0,17,7,12,1,2,41,2,12,1,11,11,14,138,3,0,4,1,5,1,14,9,1,1,1,70,1,28,4,14,1,2,6,3,0,0,1,1,1,0,6,1,2,2,1,1,0,1,14,4,2,3,1,13,1,2,45,3,8,9,15,0,14,0,0
2,2,2,3,1,63,5,11,113,28,2,1,4,5,2,1,2,1,12,9,0,3,6,30,3,9,3,1,8,0,5,1,9,54,13,1,0,10,8,1,3,58,15,6,3,7,55,6,7,1,8,12,2,0,0,3,5,5,0,17,3,22,2,17,2,1,9,3,1,2,2,33,12,0,7,2,6,2,1,13,3,6,1,23,4,2,2,7,5,3,6,0,4,56,0,1,0,0,0,1,2,19,6,34,2,6,2,5,2,1,2,0,8,0,1,2,0,3,17,1,2,3,6,0,10,3,8,16,9,9,261,5,6,15,9,1,3,2,1,9,5,0,16,16,12,0,2,19,0,4,0,7,6,6,117,2,0,2,1,5,1,11,5,0,1,2,52,1,13,2,25,1,4,2,2,0,1,3,0,1,0,1,2,5,1,2,1,0,1,8,4,3,2,2,10,3,3,19,5,2,3,21,1,6,0,0
3,4,2,9,3,142,5,12,30,30,9,1,2,9,3,4,0,1,8,8,2,7,7,18,2,11,7,4,7,0,11,1,24,69,22,2,1,22,5,2,16,113,10,11,2,5,45,10,11,1,5,32,1,0,3,0,4,4,1,39,2,32,1,27,2,4,6,3,1,4,0,61,29,0,24,2,18,1,0,20,3,19,1,32,4,4,1,7,2,3,6,3,8,82,0,4,0,2,2,0,4,58,4,37,1,5,4,23,7,0,3,0,5,2,2,2,0,2,9,0,0,7,13,0,11,10,15,20,22,17,483,9,11,27,14,1,1,3,1,5,13,0,10,7,7,2,0,41,1,14,2,15,10,15,180,2,0,3,2,9,1,28,7,0,2,2,46,2,35,2,28,2,6,13,2,0,0,1,0,1,0,2,2,4,2,2,1,0,2,8,4,1,3,1,13,1,5,25,3,5,5,18,2,6,0,0
3,3,1,2,2,93,4,6,68,68,4,1,2,17,3,3,3,2,20,7,3,3,10,32,2,6,7,2,8,0,10,1,18,58,20,3,1,10,6,1,4,111,8,10,2,6,40,8,5,2,4,25,3,1,1,0,3,6,2,30,1,50,4,29,2,2,9,4,2,5,0,56,25,1,8,3,20,0,1,18,0,15,1,35,2,3,1,5,1,5,12,1,5,85,2,0,1,1,1,1,1,51,4,41,1,3,4,11,4,1,2,0,9,1,3,1,0,1,5,1,1,4,3,0,31,5,9,44,10,9,366,19,27,24,10,1,3,4,1,7,9,2,15,5,6,1,2,45,1,8,3,8,5,16,127,2,1,3,1,3,2,11,6,3,2,2,37,1,16,3,30,1,6,4,3,0,2,3,5,2,0,2,2,3,1,3,1,0,1,3,3,2,3,1,12,4,0,28,2,3,6,11,2,10,0,0
1,2,2,5,3,187,7,15,50,22,4,3,2,16,6,3,3,1,18,10,1,3,3,26,1,9,4,2,10,0,10,3,10,42,20,3,0,8,8,0,7,59,6,8,2,15,46,5,7,3,8,16,1,1,2,2,3,2,2,17,1,30,2,28,3,3,8,3,0,5,1,20,23,0,14,2,12,2,4,20,1,14,0,13,9,3,0,8,2,4,11,1,6,82,1,2,3,0,1,0,2,51,4,18,1,5,4,10,3,0,5,0,4,1,2,0,1,2,14,1,0,4,2,0,14,5,11,68,14,9,365,8,10,15,9,2,2,3,1,7,12,2,8,7,6,2,1,42,1,8,0,15,8,12,158,1,0,2,2,9,2,15,6,2,3,1,37,1,13,2,22,2,2,7,2,0,0,2,1,2,0,2,1,2,1,2,0,0,2,4,2,2,1,2,23,4,3,45,4,1,8,16,2,9,0,0
4,2,1,5,3,162,8,9,17,32,9,1,2,23,1,2,2,2,16,10,1,10,6,36,3,13,9,2,12,0,9,1,28,83,23,4,0,13,14,1,5,168,9,10,1,13,78,14,33,0,9,23,1,3,4,3,6,12,1,55,2,81,2,35,2,4,13,3,0,2,2,76,64,1,12,4,15,1,1,28,1,19,0,28,4,4,1,10,1,12,10,2,6,124,1,2,2,0,1,1,4,36,6,54,2,5,5,23,5,2,5,1,2,1,3,1,1,2,22,1,2,5,5,0,34,6,23,78,13,14,501,11,22,43,14,1,1,3,2,5,6,0,11,14,7,1,3,49,4,6,1,10,10,14,186,1,0,7,1,2,1,19,10,2,1,1,56,3,21,2,20,2,3,13,1,0,4,2,5,4,0,3,1,3,1,1,2,0,2,10,5,3,4,3,17,7,3,77,5,4,10,26,1,10,0,0
4,3,2,8,1,188,6,16,30,15,5,6,5,17,5,4,2,4,23,9,2,8,9,43,1,27,8,3,12,0,10,0,32,79,25,2,2,23,11,2,3,111,8,4,3,17,45,13,8,4,10,30,3,2,2,2,4,12,1,67,4,51,3,47,2,3,23,4,0,6,3,60,56,1,18,1,24,0,1,23,3,26,0,34,7,6,1,13,3,17,6,1,7,109,2,4,2,2,0,1,6,54,9,56,2,6,7,24,7,1,4,0,6,1,9,3,0,4,18,1,1,2,5,0,25,18,34,40,32,12,510,21,28,42,17,1,3,3,3,11,16,1,14,12,7,1,3,42,1,9,1,20,9,15,263,1,0,3,1,3,4,26,10,3,4,1,114,1,26,5,26,2,4,11,1,0,2,2,2,1,1,4,1,6,1,1,1,0,0,6,8,1,7,2,20,2,2,33,3,6,7,19,2,13,0,0
6,4,3,3,3,124,3,11,44,15,3,4,3,14,0,3,2,1,20,4,3,6,5,37,3,7,10,3,8,0,5,3,12,57,13,1,1,49,17,1,9,83,7,9,3,6,101,6,22,4,8,10,3,2,3,3,6,7,1,33,1,49,3,35,3,2,14,2,0,4,1,90,56,1,15,2,11,2,1,15,3,20,0,27,11,2,1,9,2,7,11,5,11,106,0,3,1,0,2,1,6,44,6,78,1,10,3,11,4,1,3,0,9,1,2,3,0,6,17,1,2,4,5,0,23,7,21,28,21,16,391,14,13,50,13,2,2,2,1,5,7,1,14,4,34,2,0,42,0,12,1,18,9,15,132,2,0,2,2,4,1,19,5,2,1,2,81,2,36,3,43,2,2,7,1,0,1,1,2,3,0,8,1,1,1,2,2,0,0,6,8,3,4,1,22,6,4,46,3,2,4,22,1,13,0,0
4,1,1,4,2,145,8,8,81,27,4,1,2,12,1,1,2,1,15,2,0,9,6,27,3,11,14,3,12,0,3,2,11,18,13,1,1,10,16,0,7,57,4,8,4,5,61,12,6,3,4,16,2,2,1,2,3,4,2,32,1,11,2,19,2,2,14,9,2,4,2,49,21,1,21,1,7,1,1,23,2,10,0,24,4,5,2,6,0,7,6,2,10,117,1,1,0,2,0,0,4,32,4,45,1,2,5,9,6,2,4,0,7,0,5,1,0,1,14,1,1,3,3,0,23,10,10,65,13,9,273,8,7,25,11,1,2,3,2,4,7,2,13,7,31,3,2,17,0,5,1,16,8,5,147,1,0,2,4,6,3,17,11,1,2,3,42,2,25,1,27,1,3,5,3,0,0,1,1,0,0,2,2,1,2,0,2,0,1,6,4,2,0,2,8,3,3,33,2,3,11,7,1,8,0,0
1,3,1,3,3,120,4,12,19,23,4,0,1,18,1,4,0,2,16,15,1,4,11,27,2,10,10,1,12,0,8,1,17,42,14,3,0,13,11,0,7,114,8,5,3,9,75,8,15,3,6,20,1,2,3,3,7,4,2,21,3,38,2,13,2,4,8,4,1,7,1,54,25,0,11,2,6,1,2,18,1,13,2,56,7,4,0,6,2,6,6,2,6,162,2,0,2,1,2,2,1,26,3,62,3,5,4,17,5,1,2,0,5,1,3,1,1,3,15,0,0,2,1,0,34,8,21,27,13,17,483,7,15,37,9,1,2,4,2,5,16,3,25,11,6,1,3,25,2,12,1,10,5,10,132,2,0,6,1,7,1,20,12,3,0,2,100,0,29,3,24,1,3,9,1,0,2,2,4,1,0,7,1,2,0,2,1,0,3,5,2,2,4,6,22,6,3,20,3,9,7,27,3,6,0,0
4,5,1,6,9,206,7,6,19,47,12,1,4,19,2,2,3,3,8,8,0,10,9,42,2,11,8,2,4,0,8,2,12,76,7,3,1,17,8,1,3,69,7,10,4,10,84,8,12,4,7,15,1,1,2,2,5,6,0,16,1,72,3,29,3,0,13,6,1,4,2,92,24,0,18,4,17,3,2,20,2,15,1,37,14,5,1,8,4,5,6,1,11,126,0,4,1,0,1,1,6,38,5,28,2,8,5,22,2,3,2,0,7,1,5,4,2,2,13,0,2,2,5,0,23,9,23,22,10,16,423,6,10,30,8,2,2,8,2,7,13,2,26,10,11,1,2,34,2,5,2,18,15,7,184,2,0,7,1,6,1,24,5,1,1,1,48,2,43,4,30,4,4,8,2,0,0,1,1,0,0,5,1,4,2,1,2,0,1,6,2,1,3,2,34,3,3,46,2,3,10,39,1,5,0,0
4,3,0,3,3,147,4,8,37,30,7,1,5,16,2,6,2,2,21,9,2,6,3,48,2,6,10,1,14,0,6,1,9,37,22,2,1,11,9,2,9,110,6,16,3,9,69,15,6,4,6,35,3,2,2,1,4,10,3,32,2,42,3,13,1,4,14,5,1,9,3,65,32,1,24,3,29,1,2,25,3,20,2,45,6,4,0,5,0,3,8,1,15,105,2,2,1,0,0,2,3,25,6,56,1,4,3,23,2,1,4,0,6,0,2,5,0,3,24,1,1,8,6,0,33,6,23,28,18,14,461,12,8,45,20,1,2,7,3,4,22,2,34,13,12,1,0,41,3,19,4,26,8,8,180,1,0,3,2,11,2,23,9,2,0,0,47,1,29,4,34,3,3,7,1,0,1,1,0,1,0,9,3,2,2,2,1,0,2,8,6,1,3,1,11,4,3,21,2,5,7,46,1,7,0,0
